#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-19T19:16:36 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-19T19:16:36	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=I/239/hip_main&-order=I&-out=HIP&-out=RAhms&-out=DEdms&-out=Vmag&-out=RAICRS&-out=DEICRS&-out=Plx&-out=pmRA&-out=pmDE&-out=e_Plx&-out=B-V&-out=Notes&HIPep=HIPep&Erratum=Erratum&-out=_RA.icrs&-out=_DE.icrs&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1239
#Name: I/239
#Title: The Hipparcos and Tycho Catalogues (ESA 1997)
#INFO	ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/239	    IVOID of underlying data collection
#INFO	creator=ESA 1997	    First author or institution
#INFO	cites=1997HIP...C......0E	    Article or Data origin sources
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/239	    Dataset landing page
#INFO	publication_date=2021-11-18	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_1991.250:	ICRS
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title: The Hipparcos Main Catalogue
#Column	_RAJ2000	(F14.10)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F14.10)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HIP	(I6)	Identifier (HIP number) (H1)	[ucd=meta.id;meta.main]
#Column	RAhms	(A11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=pos.eq.ra]
#Column	DEdms	(A11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=pos.eq.dec]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=phot.mag;em.opt.V]
#Column	RAICRS	(F12.8)	? alpha, degrees (ICRS, Epoch=J1991.25) (H8)	[ucd=pos.eq.ra;meta.main]
#Column	DEICRS	(F12.8)	? delta, degrees (ICRS, Epoch=J1991.25) (H9)	[ucd=pos.eq.dec;meta.main]
#Column	Plx	(F7.2)	? Trigonometric parallax (H11)	[ucd=pos.parallax.trig]
#Column	pmRA	(F8.2)	*? Proper motion mu_alpha.cos(delta), ICRS(H12)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F8.2)	*? Proper motion mu_delta, ICRS (H13)	[ucd=pos.pm;pos.eq.dec]
#Column	e_Plx	(F6.2)	? Standard error in Plx (H16)	[ucd=stat.error;pos.parallax]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	Notes	(A1)	[DGPWXYZ] Existence of notes (H70)	[ucd=meta.note]
#Column	_RA.icrs	(F12.8)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F12.8)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;HIP;RAhms;DEdms;Vmag;RAICRS;DEICRS;Plx;pmRA;pmDE;e_Plx;B-V;Notes;_RA.icrs;_DE.icrs
000.3338302112;-50.3373733304;   107;00 01 20.11;-50 20 14.6; 5.53;000.33380226;-50.33739907;   5.84;    7.34;   10.59;  0.61; 1.615; ;000.33383021;-50.33737333
000.3366443853;-70.1252718836;   108;00 01 20.77;-70 07 31.1; 8.53;000.33655323;-70.12530771;   0.30;   12.75;   14.74;  0.86; 1.315; ;000.33664439;-70.12527188
000.3465944710;+06.7914698742;   109;00 01 23.18;+06 47 29.4; 7.23;000.34660201;+06.79149102;   5.33;   -3.08;   -8.70;  0.94; 0.388; ;000.34659447;+06.79146987
000.3486137639;+39.6107174008;   110;00 01 23.69;+39 36 38.9; 8.61;000.34870816;+39.61081788;  20.42;  -29.92;  -41.34;  1.91; 0.787; ;000.34861376;+39.61071740
000.3498468084;+34.2818482225;   111;00 01 23.78;+34 16 54.7;11.28;000.34908697;+34.28185977;  27.11;  258.31;   -4.75;  2.33; 1.308; ;000.34984681;+34.28184822
000.3576763387;-16.9484460918;   112;00 01 25.66;-16 56 52.2;10.76;000.35691658;-16.94782618;  31.35;  299.01; -255.05;  4.17; 1.384; ;000.35767634;-16.94844609
000.3656196554;+49.0104060218;   113;00 01 27.75;+49 00 37.5; 8.93;000.36562073;+49.01041081;   0.27;   -0.29;   -1.97;  1.09; 0.021; ;000.36561966;+49.01040602
000.3716470206;+30.7357853733;   114;00 01 29.20;+30 44 09.2; 7.95;000.37167609;+30.73587929;   9.93;  -10.28;  -38.64;  1.95; 0.654; ;000.37164702;+30.73578537
000.3725848359;-62.9231304264;   115;00 01 29.42;-62 55 23.4; 7.46;000.37259669;-62.92315760;   4.73;   -2.22;   11.18;  0.67; 0.160; ;000.37258484;-62.92313043
000.3753231890;-33.7927710115;   116;00 01 30.09;-33 47 33.7; 8.60;000.37539303;-33.79270439;   8.29;  -23.88;  -27.41;  0.97; 0.435; ;000.37532319;-33.79277101
000.3805565631;-72.6058993480;   117;00 01 31.30;-72 36 21.3; 8.55;000.38040810;-72.60590348;   0.36;   18.26;    1.70;  0.87; 1.093; ;000.38055656;-72.60589935
000.3865951357;-09.4300332791;   118;00 01 32.76;-09 25 48.1; 9.20;000.38648579;-09.43003605;  12.08;   44.38;    1.14;  1.33; 0.606; ;000.38659514;-09.43003328
000.3901660249;+44.6754011607;   119;00 01 33.65;+44 40 31.6; 6.82;000.39020229;+44.67544581;   7.49;  -10.61;  -18.37;  0.83; 1.071; ;000.39016602;+44.67540116
000.3959208190;-45.3447587783;   120;00 01 35.04;-45 20 40.9; 8.29;000.39598898;-45.34468907;   2.83;  -19.71;  -28.68;  1.09; 1.183; ;000.39592082;-45.34475878
000.3964246310;+28.4236912780;   121;00 01 35.15;+28 25 25.6; 6.83;000.39647681;+28.42377416;   3.66;  -18.88;  -34.10;  0.83; 1.197; ;000.39642463;+28.42369128
000.3987655417;-77.0657244661;   122;00 01 35.85;-77 03 55.1; 4.78;000.39937928;-77.06529438;  14.77;  -56.52; -176.95;  0.47; 1.254; ;000.39876554;-77.06572447
000.3998847465;+72.2366152800;   123;00 01 36.06;+72 14 11.8; 7.21;000.40024110;+72.23660619;   5.07;  -44.73;    3.74;  0.70; 1.169; ;000.39988475;+72.23661528
000.4042312331;+61.2228008031;   124;00 01 37.02;+61 13 22.1; 5.58;000.40424537;+61.22280406;   0.86;   -2.80;   -1.34;  0.56; 0.407; ;000.40423123;+61.22280080
000.4046701503;-39.3367482915;   125;00 01 37.14;-39 20 12.0; 8.70;000.40473165;-39.33667992;   5.08;  -19.57;  -28.13;  1.06; 0.366; ;000.40467015;-39.33674829
000.4088267282;+14.6323240212;   126;00 01 38.10;+14 37 56.3; 8.06;000.40873313;+14.63230674;   2.94;   37.26;    7.11;  0.95; 0.969; ;000.40882673;+14.63232402
000.4122461121;-48.9356192663;   127;00 01 38.90;-48 56 06.6;10.86;000.41208753;-48.93516169;  11.27;   42.86; -188.26;  2.15; 0.942; ;000.41224611;-48.93561927
000.4144154784;+73.6118465973;   128;00 01 39.30;+73 36 42.8; 6.50;000.41376473;+73.61187664;  15.20;   75.54;  -12.36;  0.63; 0.182; ;000.41441548;+73.61184660
000.4156153520;+05.3728082325;   129;00 01 39.74;+05 22 21.9; 9.32;000.41560234;+05.37275092;   6.60;    5.33;   23.58;  1.30; 0.559; ;000.41561535;+05.37280823
000.4182981835;-30.6925368129;   130;00 01 40.38;-30 41 33.0; 9.14;000.41825279;-30.69250699;   2.93;   16.06;  -12.27;  1.38; 1.080; ;000.41829818;-30.69253681
000.4198682772;+62.0180873926;   131;00 01 40.79;+62 01 05.3; 8.13;000.41994220;+62.01815066;   8.11;  -14.27;  -26.03;  0.83; 0.200; ;000.41986828;+62.01808739
000.4220210563;-34.6535452176;   132;00 01 41.28;-34 39 12.6;10.62;000.42200516;-34.65350786;   1.89;    5.38;  -15.37;  1.91; 0.358; ;000.42202106;-34.65354522
000.4234760593;-40.1487020394;   133;00 01 41.61;-40 08 55.2; 6.62;000.42336890;-40.14866597;   3.51;   33.70;  -14.84;  0.79; 0.545; ;000.42347606;-40.14870204
000.4251968285;-01.1399597985;   134;00 01 42.03;-01 08 23.9; 9.96;000.42514055;-01.13997217;   1.30;   23.15;    5.09;  1.71; 0.264; ;000.42519683;-01.13995980
000.4267963058;-00.2177767478;   135;00 01 42.42;-00 13 03.0; 8.64;000.42674592;-00.21749947;  20.10;   20.73; -114.08;  1.22; 0.620; ;000.42679631;-00.21777675
000.4286915781;+24.2531127201;   136;00 01 42.87;+24 15 11.5; 6.60;000.42864226;+24.25318080;   5.84;   18.50;  -28.01;  0.78; 1.153; ;000.42869158;+24.25311272
000.4327060603;+42.3671439079;   137;00 01 43.85;+42 22 01.7; 6.25;000.43268925;+42.36714821;   2.45;    5.11;   -1.77;  0.69;-0.042; ;000.43270606;+42.36714391
000.4374442822;-16.5316612038;   138;00 01 44.93;-16 31 54.2; 7.83;000.43720393;-16.53172119;   6.34;   94.80;   24.68;  1.89; 1.074; ;000.43744428;-16.53166120
000.4452695284;+67.5069751306;   139;00 01 46.87;+67 30 25.1;10.03;000.44529240;+67.50697620;   1.62;   -3.60;   -0.44;  1.45; 1.289; ;000.44526953;+67.50697513
000.4533324898;-68.1048974606;   140;00 01 48.64;-68 06 17.3; 9.04;000.45267471;-68.10481108;   8.98;  100.92;  -35.54;  0.93; 0.546; ;000.45333249;-68.10489746
000.4534943201;+36.3503582146;   141;00 01 48.82;+36 21 01.2; 8.47;000.45342986;+36.35034560;   5.61;   21.36;    5.19;  1.10; 1.350; ;000.45349432;+36.35035821
000.4537773294;+66.3060319601;   142;00 01 48.90;+66 18 21.6; 7.33;000.45374866;+66.30600204;  16.04;    4.74;   12.31;  0.69; 0.730; ;000.45377733;+66.30603196
000.4552783861;+76.1755975016;   144;00 01 49.22;+76 10 32.2; 8.66;000.45508990;+76.17561121;   3.57;   18.53;   -5.64;  0.75; 1.364; ;000.45527839;+76.17559750
000.4556468962;+21.4625025445;   143;00 01 49.24;+21 27 43.7;10.35;000.45518210;+21.46213750;  20.05;  177.97;  150.19;  1.64; 1.033; ;000.45564690;+21.46250254
000.4560351217;-03.0275038232;   145;00 01 49.44;-03 01 38.9; 5.13;000.45598912;-03.02747891;   7.98;   18.90;  -10.25;  0.71;-0.128; ;000.45603512;-03.02750382
000.4558388817;-25.7985258505;   146;00 01 49.49;-25 47 51.7; 8.96;000.45619148;-25.79769516;   4.39; -130.61; -341.77;  1.29; 0.306; ;000.45583888;-25.79852585
000.4660599186;+21.0262362756;   147;00 01 51.85;+21 01 34.5; 8.49;000.46604367;+21.02624872;  -0.13;    6.24;   -5.12;  1.19; 1.569; ;000.46605992;+21.02623628
000.4778476400;+26.0040493361;   149;00 01 54.88;+26 00 20.1;11.26;000.47868501;+26.00557721;  22.92; -309.64; -628.61;  2.17; 0.932; ;000.47784764;+26.00404934
000.4788210597;+15.5285415393;   148;00 01 54.91;+15 31 42.7; 8.15;000.47879268;+15.52852839;   4.22;   11.25;    5.41;  0.96; 0.584; ;000.47882106;+15.52854154
000.4803049035;-37.2299527373;   150;00 01 55.29;-37 13 47.4; 7.04;000.48036559;-37.22984397;   7.50;  -19.88;  -44.75;  0.84; 1.060; ;000.48030490;-37.22995274
000.4844189489;-28.1309480654;   152;00 01 56.27;-28 07 51.4;10.02;000.48445318;-28.13095543;   5.10;  -12.42;    3.03;  1.42; 0.456; ;000.48441895;-28.13094807
000.4845113600;+12.6548880039;   153;00 01 56.29;+12 39 17.8; 8.90;000.48454484;+12.65495324;   5.54;  -13.44;  -26.84;  1.23; 0.459; ;000.48451136;+12.65488800
000.4848741427;-41.6137744619;   151;00 01 56.30;-41 36 49.5; 7.78;000.48458240;-41.61373674;   7.56;   89.74;  -15.52;  1.37; 0.411; ;000.48487414;-41.61377446
000.4900789996;-06.0140721205;   154;00 01 57.59;-06 00 50.3; 4.37;000.48996506;-06.01397169;   7.86;   46.62;  -41.32;  0.94; 1.631; ;000.49007900;-06.01407212
000.4911922787;+46.2691557500;   155;00 01 57.87;+46 16 09.0; 9.93;000.49113894;+46.26916275;   2.28;   15.17;   -2.88;  1.39; 0.283; ;000.49119228;+46.26915575
000.4969301511;+63.3578262583;   156;00 01 59.25;+63 21 28.2; 8.60;000.49688500;+63.35784580;   3.09;    8.33;   -8.04;  0.84; 0.100; ;000.49693015;+63.35782626
000.5004239150;-05.2139254314;   157;00 02 00.08;-05 12 50.4; 8.51;000.50032768;-05.21399723;   6.87;   39.43;   29.54;  1.28; 0.903; ;000.50042391;-05.21392543
000.5008459972;-37.9018778865;   158;00 02 00.11;-37 54 06.4; 7.09;000.50047134;-37.90179046;   7.03;  121.63;  -35.97;  0.89; 0.999; ;000.50084600;-37.90187789
000.5109068553;-02.7661707649;   159;00 02 02.59;-02 45 58.2; 6.93;000.51081115;-02.76616306;  16.92;   39.33;   -3.17;  0.81; 0.292; ;000.51090686;-02.76617076
000.5118149003;-69.2691982711;   160;00 02 02.81;-69 16 09.1; 8.68;000.51171520;-69.26920741;   2.07;   14.52;    3.76;  0.80;-0.052; ;000.51181490;-69.26919827
000.5124124896;+33.6959579461;   161;00 02 03.00;+33 41 45.6; 8.98;000.51248009;+33.69599071;   2.38;  -23.14;  -13.48;  1.09; 1.500; ;000.51241249;+33.69595795
000.5133541766;+27.1186026592;   162;00 02 03.21;+27 07 07.0; 9.84;000.51336753;+27.11861943;   2.71;   -4.89;   -6.90;  1.33; 0.696; ;000.51335418;+27.11860266
000.5171900180;-30.6852281661;   163;00 02 04.11;-30 41 06.8; 8.98;000.51714313;-30.68523468;   2.92;   16.59;    2.68;  1.26; 0.107; ;000.51719002;-30.68522817
000.5191360406;+59.9401016991;   164;00 02 04.46;+59 56 24.0; 7.98;000.51857812;+59.94001211;   4.41;  114.98;   36.86;  0.82; 0.970; ;000.51913604;+59.94010170
000.5197325433;-22.3274865187;   165;00 02 04.74;-22 19 38.9;10.16;000.51974463;-22.32747055;  -0.59;   -4.60;   -6.57;  1.74; 0.450; ;000.51973254;-22.32748652
000.5213171302;-56.5149308580;   166;00 02 05.17;-56 30 53.6; 8.86;000.52152674;-56.51490157;   9.46;  -47.58;  -12.05;  1.18; 0.660; ;000.52131713;-56.51493086
000.5278262049;+39.1832029785;   167;00 02 06.67;+39 10 59.6; 8.58;000.52780714;+39.18321360;   3.50;    6.08;   -4.37;  0.90; 0.060; ;000.52782620;+39.18320298
000.5334286925;-02.8200722453;   168;00 02 08.05;-02 49 11.4; 9.56;000.53352192;-02.81984528;   1.95;  -38.31;  -93.38;  1.34; 1.113; ;000.53342869;-02.82007225
000.5363834676;-68.2807693372;   169;00 02 08.41;-68 16 48.7; 9.24;000.53502093;-68.28020594;  63.03;  207.45; -231.80;  1.98; 1.390; ;000.53638347;-68.28076934
000.5376004112;-20.8716623665;   170;00 02 09.04;-20 52 17.9; 9.63;000.53767720;-20.87164212;   5.96;  -29.52;   -8.33;  2.02; 0.509; ;000.53760041;-20.87166237
000.5423132141;+27.0822560340;   171;00 02 09.65;+27 05 04.2; 5.80;000.54018776;+27.08448905;  80.63;  778.59; -918.72;  3.03; 0.690; ;000.54231321;+27.08225603
000.5428714457;+67.4089524782;   172;00 02 10.29;+67 24 32.2; 9.05;000.54288062;+67.40895644;   1.27;   -1.45;   -1.63;  1.11; 0.976; ;000.54287145;+67.40895248
000.5495685329;+47.5772057408;   173;00 02 11.90;+47 34 38.0; 8.45;000.54959887;+47.57722222;   1.31;   -8.42;   -6.78;  1.03; 0.248; ;000.54956853;+47.57720574
000.5516405359;+59.9653380069;   174;00 02 12.38;+59 57 55.2; 8.86;000.55156687;+59.96533825;   3.89;   15.17;   -0.10;  1.83; 1.035; ;000.55164054;+59.96533801
000.5524079057;+49.7710861297;   175;00 02 12.58;+49 46 16.1; 7.84;000.55243583;+49.77113897;   3.98;   -7.42;  -21.74;  0.87; 0.923; ;000.55240791;+49.77108613
000.5533988111;+44.4282621505;   176;00 02 12.80;+44 25 41.8; 8.86;000.55333411;+44.42827722;   3.82;   19.01;   -6.20;  1.07; 0.530; ;000.55339881;+44.42826215
000.5602276627;-11.9643520068;   177;00 02 14.45;-11 57 51.6; 8.93;000.56020401;-11.96434717;   5.47;    9.52;   -1.99;  1.25; 0.172; ;000.56022766;-11.96435201
000.5680682788;-27.1351529377;   178;00 02 16.27;-27 08 06.6; 7.97;000.56779620;-27.13517299;   9.02;   99.62;    8.25;  2.50; 0.556; ;000.56806828;-27.13515294
000.5695149635;-13.4074374454;   179;00 02 16.53;-13 24 27.1; 6.90;000.56886229;-13.40751554;  14.91;  261.21;   32.13;  0.90; 0.534; ;000.56951496;-13.40743745
000.5709120105;-09.1749278711;   180;00 02 17.02;-09 10 29.6; 8.47;000.57090231;-09.17489501;   2.80;    3.94;  -13.52;  1.12; 1.171; ;000.57091201;-09.17492787
000.5737724134;+60.7031677424;   181;00 02 17.72;+60 42 11.5; 6.77;000.57381667;+60.70319460;   2.51;   -8.91;  -11.05;  0.64; 1.832;P;000.57377241;+60.70316774
000.5811952133;+52.5864067621;   182;00 02 19.48;+52 35 11.2; 8.55;000.58116809;+52.58643746;   3.32;    6.78;  -12.63;  1.16; 1.004; ;000.58119521;+52.58640676
000.5830027756;-29.7204140222;   183;00 02 19.91;-29 43 13.6; 5.04;000.58297574;-29.72044805;   6.40;    9.66;   14.00;  0.87;-0.150; ;000.58300278;-29.72041402
000.5897690883;+11.0062358857;   184;00 02 21.55;+11 00 22.8; 8.48;000.58977565;+11.00634091;  29.75;   -2.65;  -43.21;  1.21; 0.888; ;000.58976909;+11.00623589
000.5900380416;+10.7853625818;   185;00 02 21.64;+10 47 08.3; 8.53;000.59015020;+10.78564387;  11.74;  -45.33; -115.73;  1.80; 0.530; ;000.59003804;+10.78536258
000.6006957793;+08.9568236104;   186;00 02 24.17;+08 57 24.6; 6.33;000.60069792;+08.95683360;   7.55;   -0.87;   -4.11;  0.82; 0.182; ;000.60069578;+08.95682361
000.6022829039;-06.0592700432;   187;00 02 24.51;-06 03 33.1; 8.99;000.60211418;-06.05918213;   6.69;   69.03;  -36.17;  1.38; 0.500; ;000.60228290;-06.05927004
000.6026937756;+06.3330129475;   188;00 02 24.60;+06 19 59.3; 8.64;000.60250452;+06.33313676;  10.49;   77.39;  -50.94;  1.23; 0.488; ;000.60269378;+06.33301295
000.6052334858;+54.1351394280;   189;00 02 25.27;+54 08 06.6; 9.55;000.60528721;+54.13515756;   2.49;  -12.95;   -7.46;  1.41; 0.237; ;000.60523349;+54.13513943
000.6054341208;+10.7763636746;   190;00 02 25.33;+10 46 35.9; 8.74;000.60555642;+10.77665206;  10.47;  -49.43; -118.65;  1.17; 0.570; ;000.60543412;+10.77636367
000.6129606195;-46.0288958254;   191;00 02 26.95;-46 01 43.8;12.43;000.61228711;-46.02884131;  22.98;  192.39;  -22.43;  4.38; 1.490; ;000.61296062;-46.02889583
000.6198268213;+08.3938594136;   192;00 02 28.76;+08 23 38.1; 8.16;000.61983117;+08.39393024;   3.31;   -1.77;  -29.14;  1.11; 1.032; ;000.61982682;+08.39385941
000.6217301957;-39.2125913223;   193;00 02 29.19;-39 12 45.0; 9.46;000.62164007;-39.21249918;   4.77;   28.73;  -37.91;  1.47; 0.944; ;000.62173020;-39.21259132
000.6237594849;+08.4854630885;   194;00 02 29.76;+08 29 08.1; 5.70;000.62398938;+08.48557854;  26.53;  -93.55;  -47.50;  0.77; 0.315; ;000.62375948;+08.48546309
000.6257810606;+47.4228902175;   195;00 02 30.18;+47 25 22.7; 7.62;000.62573691;+47.42295978;   8.08;   12.29;  -28.62;  1.00; 0.517; ;000.62578106;+47.42289022
000.6270057285;+51.8299760557;   196;00 02 30.48;+51 49 47.9; 8.95;000.62700447;+51.82997958;   0.98;    0.32;   -1.45;  1.18; 1.677; ;000.62700573;+51.82997606
000.6323037402;+42.1477794183;   197;00 02 31.76;+42 08 52.1; 8.97;000.63232895;+42.14779896;   1.62;   -7.69;   -8.04;  1.16; 0.952; ;000.63230374;+42.14777942
000.6327486717;+15.3351727658;   198;00 02 31.85;+15 20 06.7; 8.94;000.63269567;+15.33519012;   5.12;   21.03;   -7.14;  1.11; 0.276; ;000.63274867;+15.33517277
000.6350042732;+16.2565648242;   199;00 02 32.41;+16 15 23.6; 7.24;000.63503230;+16.25655097;   4.07;  -11.07;    5.70;  0.88; 0.074; ;000.63500427;+16.25656482
000.6354889988;-33.9926326635;   200;00 02 32.51;-33 59 33.6;10.32;000.63546326;-33.99267216;   3.17;    8.78;   16.25;  1.67; 0.323; ;000.63548900;-33.99263266
000.6392801576;+18.6834066960;   201;00 02 33.44;+18 41 00.1; 8.24;000.63931400;+18.68336438;  10.06;  -13.19;   17.41;  0.99; 0.474; ;000.63928016;+18.68340670
000.6417406021;+54.5521394325;   202;00 02 34.02;+54 33 07.8; 8.62;000.64173419;+54.55216087;   2.60;    1.53;   -8.82;  1.10; 0.303; ;000.64174060;+54.55213943
000.6422862763;-15.8312515368;   203;00 02 34.14;-15 49 52.6; 9.18;000.64222918;-15.83126945;   2.16;   22.60;    7.37;  1.59; 0.981; ;000.64228628;-15.83125154
000.6452259870;-43.9479291184;   204;00 02 34.82;-43 56 52.5; 8.53;000.64508403;-43.94791349;   2.53;   42.05;   -6.43;  1.00; 1.274; ;000.64522599;-43.94792912
000.6456506532;-05.1866512685;   205;00 02 34.97;-05 11 11.9; 8.54;000.64571113;-05.18664439;   8.84;  -24.78;   -2.83;  1.25; 0.384; ;000.64565065;-05.18665127
000.6467924204;+18.8360438919;   206;00 02 35.24;+18 50 09.6; 8.56;000.64683993;+18.83599601;   9.32;  -18.50;   19.70;  1.02; 0.436; ;000.64679242;+18.83604389
000.6500681667;-67.6342875838;   208;00 02 35.98;-67 38 03.4; 9.41;000.64992943;-67.63428107;   2.46;   21.72;   -2.68;  1.07; 0.967; ;000.65006817;-67.63428758
000.6503624068;+66.0989661808;   207;00 02 36.08;+66 05 56.3; 5.87;000.65034249;+66.09896341;   1.57;    3.32;    1.14;  1.67; 1.073; ;000.65036241;+66.09896618
000.6602081349;+66.1003993437;   209;00 02 38.44;+66 06 01.4; 7.20;000.66015960;+66.10037725;  -0.69;    8.09;    9.09;  9.62; 0.085; ;000.66020813;+66.10039934
000.6621419857;-08.4879551407;   210;00 02 38.92;-08 29 16.6; 9.05;000.66214867;-08.48794379;   7.65;   -2.72;   -4.67;  1.93; 0.470; ;000.66214199;-08.48795514
000.6632216213;-37.9477206011;   211;00 02 39.16;-37 56 51.7; 9.52;000.66317884;-37.94768074;   3.88;   13.88;  -16.40;  1.36; 0.832; ;000.66322162;-37.94772060
000.6635095064;-29.0752475057;   212;00 02 39.23;-29 04 30.9;10.24;000.66344190;-29.07525103;   6.18;   24.31;    1.45;  2.04; 0.318; ;000.66350951;-29.07524751
000.6670305259;+51.4724006514;   213;00 02 40.05;+51 28 20.7; 7.70;000.66686344;+51.47241278;   7.80;   42.82;   -4.99;  0.95; 1.003; ;000.66703053;+51.47240065
000.6691724877;+28.5422212942;   214;00 02 40.60;+28 32 32.0; 8.17;000.66917246;+28.54222144;   3.36;    0.01;   -0.06;  0.99; 0.290; ;000.66917249;+28.54222129
000.6741995959;+82.9732020681;   217;00 02 41.86;+82 58 23.6; 7.29;000.67441616;+82.97320953;   2.73;  -10.90;   -3.07;  0.63; 0.118; ;000.67419960;+82.97320207
000.6745287957;+75.0362111144;   215;00 02 41.88;+75 02 10.3; 9.26;000.67449039;+75.03619342;   3.49;    4.08;    7.28;  0.94; 1.800; ;000.67452880;+75.03621111
000.6768830916;+42.9206486607;   216;00 02 42.46;+42 55 14.5; 7.94;000.67692229;+42.92069156;   3.21;  -11.81;  -17.65;  0.89; 0.016; ;000.67688309;+42.92064866
000.6796275154;-57.6336700891;   218;00 02 43.14;-57 38 01.1; 8.42;000.67974974;-57.63363086;   4.14;  -26.92;  -16.14;  1.05; 1.005; ;000.67962752;-57.63367009
000.6903073145;+06.0344004061;   219;00 02 45.66;+06 02 04.0; 8.56;000.69022925;+06.03445242;  10.78;   31.94;  -21.40;  1.28; 0.602; ;000.69030731;+06.03440041
000.6917807134;+35.8154671668;   220;00 02 46.02;+35 48 55.7; 7.52;000.69173956;+35.81547283;   6.27;   13.73;   -2.33;  0.81; 0.180; ;000.69178071;+35.81546717
000.6938996833;+80.2822831190;   221;00 02 46.37;+80 16 56.1; 7.74;000.69321513;+80.28224146;   7.68;   47.54;   17.14;  1.11; 0.483; ;000.69389968;+80.28228312
000.6944709411;-40.9832293562;   222;00 02 46.68;-40 58 59.4; 8.85;000.69448089;-40.98317970;   2.62;   -3.09;  -20.43;  1.16; 1.113; ;000.69447094;-40.98322936
000.6962592526;+03.8604155428;   224;00 02 47.10;+03 51 37.5; 9.01;000.69625192;+03.86040514;   1.25;    3.01;    4.28;  1.47; 1.010; ;000.69625925;+03.86041554
000.6965625767;+02.1301546604;   223;00 02 47.14;+02 07 49.4; 7.17;000.69641117;+02.13037640;  21.58;   62.25;  -91.23;  1.65; 0.617; ;000.69656258;+02.13015466
000.7001174828;-15.0405427036;   225;00 02 48.02;-15 02 25.9; 9.04;000.70006380;-15.04053128;   7.23;   21.33;   -4.70;  1.56; 0.489; ;000.70011748;-15.04054270
000.7004577114;-24.9452981855;   226;00 02 48.07;-24 56 42.9;10.30;000.70031218;-24.94525463;   0.63;   54.29;  -17.92;  1.67; 0.254; ;000.70045771;-24.94529819
000.7048677193;+80.2865786405;   227;00 02 49.00;+80 17 11.4; 9.86;000.70416774;+80.28651236;   8.72;   48.59;   27.27;  7.25; 0.442; ;000.70486772;+80.28657864
000.7102664306;+28.2519049355;   228;00 02 50.44;+28 15 06.8; 7.64;000.71015217;+28.25189113;   9.53;   41.41;    5.68;  0.87; 0.532; ;000.71026643;+28.25190494
000.7140019493;+47.2522682841;   229;00 02 51.34;+47 15 08.2; 8.27;000.71393463;+47.25228068;   2.16;   18.80;   -5.10;  2.57; 0.128; ;000.71400195;+47.25226828
000.7158843935;+30.3365420256;   230;00 02 51.77;+30 20 11.5; 8.44;000.71569526;+30.33651580;   8.62;   67.16;   10.79;  1.31; 0.423; ;000.71588439;+30.33654203
000.7237653113;-58.7813981098;   231;00 02 53.62;-58 46 53.0; 9.58;000.72341351;-58.78139077;   4.59;   75.02;   -3.02;  1.21; 0.500; ;000.72376531;-58.78139811
000.7301181547;-30.1497729001;   232;00 02 55.21;-30 08 59.2; 8.43;000.73006132;-30.14977973;   5.18;   20.22;    2.81;  1.11; 0.007; ;000.73011815;-30.14977290
000.7319230747;+71.3585163337;   233;00 02 55.67;+71 21 30.8; 8.49;000.73197615;+71.35854324;   2.50;   -6.98;  -11.07;  1.03; 1.180; ;000.73192307;+71.35851633
000.7336089822;+70.2380003911;   234;00 02 56.06;+70 14 16.8; 9.64;000.73358145;+70.23800778;   2.91;    3.83;   -3.04;  1.08; 0.310; ;000.73360898;+70.23800039
